,trade_date
2897,2002-09-12
2898,2002-09-13
2899,2002-09-16
2900,2002-09-17
2901,2002-09-18
2902,2002-09-19
2903,2002-09-20
2904,2002-09-23
2905,2002-09-24
2906,2002-09-25
2907,2002-09-26
2908,2002-09-27
2909,2002-10-08
2910,2002-10-09
2911,2002-10-10
2912,2002-10-11
2913,2002-10-14
2914,2002-10-15
2915,2002-10-16
2916,2002-10-17
2917,2002-10-18
2918,2002-10-21
2919,2002-10-22
2920,2002-10-23
2921,2002-10-24
2922,2002-10-25
2923,2002-10-28
2924,2002-10-29
2925,2002-10-30
2926,2002-10-31
2927,2002-11-01
2928,2002-11-04
2929,2002-11-05
2930,2002-11-06
2931,2002-11-07
2932,2002-11-08
2933,2002-11-11
2934,2002-11-12
2935,2002-11-13
2936,2002-11-14
2937,2002-11-15
2938,2002-11-18
2939,2002-11-19
2940,2002-11-20
2941,2002-11-21
2942,2002-11-22
2943,2002-11-25
2944,2002-11-26
2945,2002-11-27
2946,2002-11-28
2947,2002-11-29
2948,2002-12-02
2949,2002-12-03
2950,2002-12-04
2951,2002-12-05
2952,2002-12-06
2953,2002-12-09
2954,2002-12-10
2955,2002-12-11
2956,2002-12-12
2957,2002-12-13
2958,2002-12-16
2959,2002-12-17
2960,2002-12-18
2961,2002-12-19
2962,2002-12-20
2963,2002-12-23
2964,2002-12-24
2965,2002-12-25
2966,2002-12-26
2967,2002-12-27
2968,2002-12-30
2969,2002-12-31
2970,2003-01-02
2971,2003-01-03
2972,2003-01-06
2973,2003-01-07
2974,2003-01-08
2975,2003-01-09
2976,2003-01-10
2977,2003-01-13
2978,2003-01-14
2979,2003-01-15
2980,2003-01-16
2981,2003-01-17
2982,2003-01-20
2983,2003-01-21
2984,2003-01-22
2985,2003-01-23
2986,2003-01-24
2987,2003-01-27
2988,2003-01-28
2989,2003-01-29
2990,2003-02-10
2991,2003-02-11
2992,2003-02-12
2993,2003-02-13
2994,2003-02-14
2995,2003-02-17
2996,2003-02-18
2997,2003-02-19
2998,2003-02-20
2999,2003-02-21
3000,2003-02-24
3001,2003-02-25
3002,2003-02-26
3003,2003-02-27
3004,2003-02-28
3005,2003-03-03
3006,2003-03-04
3007,2003-03-05
3008,2003-03-06
3009,2003-03-07
3010,2003-03-10
3011,2003-03-11
3012,2003-03-12
3013,2003-03-13
3014,2003-03-14
3015,2003-03-17
3016,2003-03-18
3017,2003-03-19
3018,2003-03-20
3019,2003-03-21
3020,2003-03-24
3021,2003-03-25
3022,2003-03-26
3023,2003-03-27
3024,2003-03-28
3025,2003-03-31
3026,2003-04-01
3027,2003-04-02
3028,2003-04-03
3029,2003-04-04
3030,2003-04-07
3031,2003-04-08
3032,2003-04-09
3033,2003-04-10
3034,2003-04-11
3035,2003-04-14
3036,2003-04-15
3037,2003-04-16
3038,2003-04-17
3039,2003-04-18
3040,2003-04-21
3041,2003-04-22
3042,2003-04-23
3043,2003-04-24
3044,2003-04-25
3045,2003-04-28
3046,2003-04-29
3047,2003-04-30
3048,2003-05-12
3049,2003-05-13
3050,2003-05-14
3051,2003-05-15
3052,2003-05-16
3053,2003-05-19
3054,2003-05-20
3055,2003-05-21
3056,2003-05-22
3057,2003-05-23
3058,2003-05-26
3059,2003-05-27
3060,2003-05-28
3061,2003-05-29
3062,2003-05-30
3063,2003-06-02
3064,2003-06-03
3065,2003-06-04
3066,2003-06-05
3067,2003-06-06
3068,2003-06-09
3069,2003-06-10
3070,2003-06-11
3071,2003-06-12
3072,2003-06-13
3073,2003-06-16
3074,2003-06-17
3075,2003-06-18
3076,2003-06-19
3077,2003-06-20
3078,2003-06-23
3079,2003-06-24
3080,2003-06-25
3081,2003-06-26
3082,2003-06-27
3083,2003-06-30
3084,2003-07-01
3085,2003-07-02
3086,2003-07-03
3087,2003-07-04
3088,2003-07-07
3089,2003-07-08
3090,2003-07-09
3091,2003-07-10
3092,2003-07-11
3093,2003-07-14
3094,2003-07-15
3095,2003-07-16
3096,2003-07-17
3097,2003-07-18
3098,2003-07-21
3099,2003-07-22
3100,2003-07-23
3101,2003-07-24
3102,2003-07-25
3103,2003-07-28
3104,2003-07-29
3105,2003-07-30
3106,2003-07-31
3107,2003-08-01
3108,2003-08-04
3109,2003-08-05
3110,2003-08-06
3111,2003-08-07
3112,2003-08-08
3113,2003-08-11
3114,2003-08-12
3115,2003-08-13
3116,2003-08-14
3117,2003-08-15
3118,2003-08-18
3119,2003-08-19
3120,2003-08-20
3121,2003-08-21
3122,2003-08-22
3123,2003-08-25
3124,2003-08-26
3125,2003-08-27
3126,2003-08-28
3127,2003-08-29
3128,2003-09-01
3129,2003-09-02
3130,2003-09-03
3131,2003-09-04
3132,2003-09-05
3133,2003-09-08
3134,2003-09-09
3135,2003-09-10
3136,2003-09-11
3137,2003-09-12
3138,2003-09-15
3139,2003-09-16
3140,2003-09-17
3141,2003-09-18
3142,2003-09-19
3143,2003-09-22
3144,2003-09-23
3145,2003-09-24
3146,2003-09-25
3147,2003-09-26
3148,2003-09-29
3149,2003-09-30
3150,2003-10-08
3151,2003-10-09
3152,2003-10-10
3153,2003-10-13
3154,2003-10-14
3155,2003-10-15
3156,2003-10-16
3157,2003-10-17
3158,2003-10-20
3159,2003-10-21
3160,2003-10-22
3161,2003-10-23
3162,2003-10-24
3163,2003-10-27
3164,2003-10-28
3165,2003-10-29
3166,2003-10-30
3167,2003-10-31
3168,2003-11-03
3169,2003-11-04
3170,2003-11-05
3171,2003-11-06
3172,2003-11-07
3173,2003-11-10
3174,2003-11-11
3175,2003-11-12
3176,2003-11-13
3177,2003-11-14
3178,2003-11-17
3179,2003-11-18
3180,2003-11-19
3181,2003-11-20
3182,2003-11-21
3183,2003-11-24
3184,2003-11-25
3185,2003-11-26
3186,2003-11-27
3187,2003-11-28
3188,2003-12-01
3189,2003-12-02
3190,2003-12-03
3191,2003-12-04
3192,2003-12-05
3193,2003-12-08
3194,2003-12-09
3195,2003-12-10
3196,2003-12-11
3197,2003-12-12
3198,2003-12-15
3199,2003-12-16
3200,2003-12-17
3201,2003-12-18
3202,2003-12-19
3203,2003-12-22
3204,2003-12-23
3205,2003-12-24
3206,2003-12-25
3207,2003-12-26
3208,2003-12-29
3209,2003-12-30
3210,2003-12-31
3211,2004-01-02
3212,2004-01-05
3213,2004-01-06
3214,2004-01-07
3215,2004-01-08
3216,2004-01-09
3217,2004-01-12
3218,2004-01-13
3219,2004-01-14
3220,2004-01-15
3221,2004-01-16
3222,2004-01-29
3223,2004-01-30
3224,2004-02-02
3225,2004-02-03
3226,2004-02-04
3227,2004-02-05
3228,2004-02-06
3229,2004-02-09
3230,2004-02-10
3231,2004-02-11
3232,2004-02-12
3233,2004-02-13
3234,2004-02-16
3235,2004-02-17
3236,2004-02-18
3237,2004-02-19
3238,2004-02-20
3239,2004-02-23
3240,2004-02-24
3241,2004-02-25
3242,2004-02-26
3243,2004-02-27
3244,2004-03-01
3245,2004-03-02
3246,2004-03-03
3247,2004-03-04
3248,2004-03-05
3249,2004-03-08
3250,2004-03-09
3251,2004-03-10
3252,2004-03-11
3253,2004-03-12
3254,2004-03-15
3255,2004-03-16
3256,2004-03-17
3257,2004-03-18
3258,2004-03-19
3259,2004-03-22
3260,2004-03-23
3261,2004-03-24
3262,2004-03-25
3263,2004-03-26
3264,2004-03-29
3265,2004-03-30
3266,2004-03-31
3267,2004-04-01
3268,2004-04-02
3269,2004-04-05
3270,2004-04-06
3271,2004-04-07
3272,2004-04-08
3273,2004-04-09
3274,2004-04-12
3275,2004-04-13
3276,2004-04-14
3277,2004-04-15
3278,2004-04-16
3279,2004-04-19
3280,2004-04-20
3281,2004-04-21
3282,2004-04-22
3283,2004-04-23
3284,2004-04-26
3285,2004-04-27
3286,2004-04-28
3287,2004-04-29
3288,2004-04-30
3289,2004-05-10
3290,2004-05-11
3291,2004-05-12
3292,2004-05-13
3293,2004-05-14
3294,2004-05-17
3295,2004-05-18
3296,2004-05-19
3297,2004-05-20
3298,2004-05-21
3299,2004-05-24
3300,2004-05-25
3301,2004-05-26
3302,2004-05-27
3303,2004-05-28
3304,2004-05-31
3305,2004-06-01
3306,2004-06-02
3307,2004-06-03
3308,2004-06-04
3309,2004-06-07
3310,2004-06-08
3311,2004-06-09
3312,2004-06-10
3313,2004-06-11
3314,2004-06-14
3315,2004-06-15
3316,2004-06-16
3317,2004-06-17
3318,2004-06-18
3319,2004-06-21
3320,2004-06-22
3321,2004-06-23
3322,2004-06-24
3323,2004-06-25
3324,2004-06-28
3325,2004-06-29
3326,2004-06-30
3327,2004-07-01
3328,2004-07-02
3329,2004-07-05
3330,2004-07-06
3331,2004-07-07
3332,2004-07-08
3333,2004-07-09
3334,2004-07-12
3335,2004-07-13
3336,2004-07-14
3337,2004-07-15
3338,2004-07-16
3339,2004-07-19
3340,2004-07-20
3341,2004-07-21
3342,2004-07-22
3343,2004-07-23
3344,2004-07-26
3345,2004-07-27
3346,2004-07-28
3347,2004-07-29
3348,2004-07-30
3349,2004-08-02
3350,2004-08-03
3351,2004-08-04
3352,2004-08-05
3353,2004-08-06
3354,2004-08-09
3355,2004-08-10
3356,2004-08-11
3357,2004-08-12
3358,2004-08-13
3359,2004-08-16
3360,2004-08-17
3361,2004-08-18
3362,2004-08-19
3363,2004-08-20
3364,2004-08-23
3365,2004-08-24
3366,2004-08-25
3367,2004-08-26
3368,2004-08-27
3369,2004-08-30
3370,2004-08-31
3371,2004-09-01
3372,2004-09-02
3373,2004-09-03
3374,2004-09-06
3375,2004-09-07
3376,2004-09-08
3377,2004-09-09
3378,2004-09-10
3379,2004-09-13
3380,2004-09-14
3381,2004-09-15
3382,2004-09-16
3383,2004-09-17
3384,2004-09-20
3385,2004-09-21
3386,2004-09-22
3387,2004-09-23
3388,2004-09-24
3389,2004-09-27
3390,2004-09-28
3391,2004-09-29
3392,2004-09-30
3393,2004-10-08
3394,2004-10-11
3395,2004-10-12
3396,2004-10-13
3397,2004-10-14
3398,2004-10-15
3399,2004-10-18
3400,2004-10-19
3401,2004-10-20
3402,2004-10-21
3403,2004-10-22
3404,2004-10-25
3405,2004-10-26
3406,2004-10-27
3407,2004-10-28
3408,2004-10-29
3409,2004-11-01
3410,2004-11-02
3411,2004-11-03
3412,2004-11-04
3413,2004-11-05
3414,2004-11-08
3415,2004-11-09
3416,2004-11-10
3417,2004-11-11
3418,2004-11-12
3419,2004-11-15
3420,2004-11-16
3421,2004-11-17
3422,2004-11-18
3423,2004-11-19
3424,2004-11-22
3425,2004-11-23
3426,2004-11-24
3427,2004-11-25
3428,2004-11-26
3429,2004-11-29
3430,2004-11-30
3431,2004-12-01
3432,2004-12-02
3433,2004-12-03
3434,2004-12-06
3435,2004-12-07
3436,2004-12-08
3437,2004-12-09
3438,2004-12-10
3439,2004-12-13
3440,2004-12-14
3441,2004-12-15
3442,2004-12-16
3443,2004-12-17
3444,2004-12-20
3445,2004-12-21
3446,2004-12-22
3447,2004-12-23
3448,2004-12-24
3449,2004-12-27
3450,2004-12-28
3451,2004-12-29
3452,2004-12-30
3453,2004-12-31
3454,2005-01-04
3455,2005-01-05
3456,2005-01-06
3457,2005-01-07
3458,2005-01-10
3459,2005-01-11
3460,2005-01-12
3461,2005-01-13
3462,2005-01-14
3463,2005-01-17
3464,2005-01-18
3465,2005-01-19
3466,2005-01-20
3467,2005-01-21
3468,2005-01-24
3469,2005-01-25
3470,2005-01-26
3471,2005-01-27
3472,2005-01-28
3473,2005-01-31
3474,2005-02-01
3475,2005-02-02
3476,2005-02-03
3477,2005-02-04
3478,2005-02-16
3479,2005-02-17
3480,2005-02-18
3481,2005-02-21
3482,2005-02-22
3483,2005-02-23
3484,2005-02-24
3485,2005-02-25
3486,2005-02-28
3487,2005-03-01
3488,2005-03-02
3489,2005-03-03
3490,2005-03-04
3491,2005-03-07
3492,2005-03-08
3493,2005-03-09
3494,2005-03-10
3495,2005-03-11
3496,2005-03-14
3497,2005-03-15
3498,2005-03-16
3499,2005-03-17
3500,2005-03-18
3501,2005-03-21
3502,2005-03-22
3503,2005-03-23
3504,2005-03-24
3505,2005-03-25
3506,2005-03-28
3507,2005-03-29
3508,2005-03-30
3509,2005-03-31
3510,2005-04-01
3511,2005-04-04
3512,2005-04-05
3513,2005-04-06
3514,2005-04-07
3515,2005-04-08
3516,2005-04-11
3517,2005-04-12
3518,2005-04-13
3519,2005-04-14
3520,2005-04-15
3521,2005-04-18
3522,2005-04-19
3523,2005-04-20
3524,2005-04-21
3525,2005-04-22
3526,2005-04-25
3527,2005-04-26
3528,2005-04-27
3529,2005-04-28
3530,2005-04-29
3531,2005-05-09
3532,2005-05-10
3533,2005-05-11
3534,2005-05-12
3535,2005-05-13
3536,2005-05-16
3537,2005-05-17
3538,2005-05-18
3539,2005-05-19
3540,2005-05-20
3541,2005-05-23
3542,2005-05-24
3543,2005-05-25
3544,2005-05-26
3545,2005-05-27
3546,2005-05-30
3547,2005-05-31
3548,2005-06-01
3549,2005-06-02
3550,2005-06-03
3551,2005-06-06
3552,2005-06-07
3553,2005-06-08
3554,2005-06-09
3555,2005-06-10
3556,2005-06-13
3557,2005-06-14
3558,2005-06-15
3559,2005-06-16
3560,2005-06-17
3561,2005-06-20
3562,2005-06-21
3563,2005-06-22
3564,2005-06-23
3565,2005-06-24
3566,2005-06-27
3567,2005-06-28
3568,2005-06-29
3569,2005-06-30
3570,2005-07-01
3571,2005-07-04
3572,2005-07-05
3573,2005-07-06
3574,2005-07-07
3575,2005-07-08
3576,2005-07-11
3577,2005-07-12
3578,2005-07-13
3579,2005-07-14
3580,2005-07-15
3581,2005-07-18
3582,2005-07-19
3583,2005-07-20
3584,2005-07-21
3585,2005-07-22
3586,2005-07-25
3587,2005-07-26
3588,2005-07-27
3589,2005-07-28
3590,2005-07-29
3591,2005-08-01
3592,2005-08-02
3593,2005-08-03
3594,2005-08-04
3595,2005-08-05
3596,2005-08-08
3597,2005-08-09
3598,2005-08-10
3599,2005-08-11
3600,2005-08-12
3601,2005-08-15
3602,2005-08-16
3603,2005-08-17
3604,2005-08-18
3605,2005-08-19
3606,2005-08-22
3607,2005-08-23
3608,2005-08-24
3609,2005-08-25
3610,2005-08-26
3611,2005-08-29
3612,2005-08-30
3613,2005-08-31
3614,2005-09-01
3615,2005-09-02
3616,2005-09-05
3617,2005-09-06
3618,2005-09-07
3619,2005-09-08
3620,2005-09-09
3621,2005-09-12
3622,2005-09-13
3623,2005-09-14
3624,2005-09-15
3625,2005-09-16
3626,2005-09-19
3627,2005-09-20
3628,2005-09-21
3629,2005-09-22
3630,2005-09-23
3631,2005-09-26
3632,2005-09-27
3633,2005-09-28
3634,2005-09-29
3635,2005-09-30
3636,2005-10-10
3637,2005-10-11
3638,2005-10-12
3639,2005-10-13
3640,2005-10-14
3641,2005-10-17
3642,2005-10-18
3643,2005-10-19
3644,2005-10-20
3645,2005-10-21
3646,2005-10-24
3647,2005-10-25
3648,2005-10-26
3649,2005-10-27
3650,2005-10-28
3651,2005-10-31
3652,2005-11-01
3653,2005-11-02
3654,2005-11-03
3655,2005-11-04
3656,2005-11-07
3657,2005-11-08
3658,2005-11-09
3659,2005-11-10
3660,2005-11-11
3661,2005-11-14
3662,2005-11-15
3663,2005-11-16
3664,2005-11-17
3665,2005-11-18
3666,2005-11-21
3667,2005-11-22
3668,2005-11-23
3669,2005-11-24
3670,2005-11-25
3671,2005-11-28
3672,2005-11-29
3673,2005-11-30
3674,2005-12-01
3675,2005-12-02
3676,2005-12-05
3677,2005-12-06
3678,2005-12-07
3679,2005-12-08
3680,2005-12-09
3681,2005-12-12
3682,2005-12-13
3683,2005-12-14
3684,2005-12-15
3685,2005-12-16
3686,2005-12-19
3687,2005-12-20
3688,2005-12-21
3689,2005-12-22
3690,2005-12-23
3691,2005-12-26
3692,2005-12-27
3693,2005-12-28
3694,2005-12-29
3695,2005-12-30
3696,2006-01-04
3697,2006-01-05
3698,2006-01-06
3699,2006-01-09
3700,2006-01-10
3701,2006-01-11
3702,2006-01-12
3703,2006-01-13
3704,2006-01-16
3705,2006-01-17
3706,2006-01-18
3707,2006-01-19
3708,2006-01-20
3709,2006-01-23
3710,2006-01-24
3711,2006-01-25
3712,2006-02-06
3713,2006-02-07
3714,2006-02-08
3715,2006-02-09
3716,2006-02-10
3717,2006-02-13
3718,2006-02-14
3719,2006-02-15
3720,2006-02-16
3721,2006-02-17
3722,2006-02-20
3723,2006-02-21
3724,2006-02-22
3725,2006-02-23
3726,2006-02-24
3727,2006-02-27
3728,2006-02-28
3729,2006-03-01
3730,2006-03-02
3731,2006-03-03
3732,2006-03-06
3733,2006-03-07
3734,2006-03-08
3735,2006-03-09
3736,2006-03-10
3737,2006-03-13
3738,2006-03-14
3739,2006-03-15
3740,2006-03-16
3741,2006-03-17
3742,2006-03-20
3743,2006-03-21
3744,2006-03-22
3745,2006-03-23
3746,2006-03-24
3747,2006-03-27
3748,2006-03-28
3749,2006-03-29
3750,2006-03-30
3751,2006-03-31
3752,2006-04-03
3753,2006-04-04
3754,2006-04-05
3755,2006-04-06
3756,2006-04-07
3757,2006-04-10
3758,2006-04-11
3759,2006-04-12
3760,2006-04-13
3761,2006-04-14
3762,2006-04-17
3763,2006-04-18
3764,2006-04-19
3765,2006-04-20
3766,2006-04-21
3767,2006-04-24
3768,2006-04-25
3769,2006-04-26
3770,2006-04-27
3771,2006-04-28
3772,2006-05-08
3773,2006-05-09
3774,2006-05-10
3775,2006-05-11
3776,2006-05-12
3777,2006-05-15
3778,2006-05-16
3779,2006-05-17
3780,2006-05-18
3781,2006-05-19
3782,2006-05-22
3783,2006-05-23
3784,2006-05-24
3785,2006-05-25
3786,2006-05-26
3787,2006-05-29
3788,2006-05-30
3789,2006-05-31
3790,2006-06-01
3791,2006-06-02
3792,2006-06-05
3793,2006-06-06
3794,2006-06-07
3795,2006-06-08
3796,2006-06-09
3797,2006-06-12
3798,2006-06-13
3799,2006-06-14
3800,2006-06-15
3801,2006-06-16
3802,2006-06-19
3803,2006-06-20
3804,2006-06-21
3805,2006-06-22
3806,2006-06-23
3807,2006-06-26
3808,2006-06-27
3809,2006-06-28
3810,2006-06-29
3811,2006-06-30
3812,2006-07-03
3813,2006-07-04
3814,2006-07-05
3815,2006-07-06
3816,2006-07-07
3817,2006-07-10
3818,2006-07-11
3819,2006-07-12
3820,2006-07-13
3821,2006-07-14
3822,2006-07-17
3823,2006-07-18
3824,2006-07-19
3825,2006-07-20
3826,2006-07-21
3827,2006-07-24
3828,2006-07-25
3829,2006-07-26
3830,2006-07-27
3831,2006-07-28
3832,2006-07-31
3833,2006-08-01
3834,2006-08-02
3835,2006-08-03
3836,2006-08-04
3837,2006-08-07
3838,2006-08-08
3839,2006-08-09
3840,2006-08-10
3841,2006-08-11
3842,2006-08-14
3843,2006-08-15
3844,2006-08-16
3845,2006-08-17
3846,2006-08-18
3847,2006-08-21
3848,2006-08-22
3849,2006-08-23
3850,2006-08-24
3851,2006-08-25
3852,2006-08-28
3853,2006-08-29
3854,2006-08-30
3855,2006-08-31
3856,2006-09-01
3857,2006-09-04
3858,2006-09-05
3859,2006-09-06
3860,2006-09-07
3861,2006-09-08
3862,2006-09-11
3863,2006-09-12
3864,2006-09-13
3865,2006-09-14
3866,2006-09-15
3867,2006-09-18
3868,2006-09-19
3869,2006-09-20
3870,2006-09-21
3871,2006-09-22
3872,2006-09-25
3873,2006-09-26
3874,2006-09-27
3875,2006-09-28
3876,2006-09-29
3877,2006-10-09
3878,2006-10-10
3879,2006-10-11
3880,2006-10-12
3881,2006-10-13
3882,2006-10-16
3883,2006-10-17
3884,2006-10-18
3885,2006-10-19
3886,2006-10-20
3887,2006-10-23
3888,2006-10-24
3889,2006-10-25
3890,2006-10-26
3891,2006-10-27
3892,2006-10-30
3893,2006-10-31
3894,2006-11-01
3895,2006-11-02
3896,2006-11-03
3897,2006-11-06
3898,2006-11-07
3899,2006-11-08
3900,2006-11-09
3901,2006-11-10
3902,2006-11-13
3903,2006-11-14
3904,2006-11-15
3905,2006-11-16
3906,2006-11-17
3907,2006-11-20
3908,2006-11-21
3909,2006-11-22
3910,2006-11-23
3911,2006-11-24
3912,2006-11-27
3913,2006-11-28
3914,2006-11-29
3915,2006-11-30
3916,2006-12-01
3917,2006-12-04
3918,2006-12-05
3919,2006-12-06
3920,2006-12-07
3921,2006-12-08
3922,2006-12-11
3923,2006-12-12
3924,2006-12-13
3925,2006-12-14
3926,2006-12-15
3927,2006-12-18
3928,2006-12-19
3929,2006-12-20
3930,2006-12-21
3931,2006-12-22
3932,2006-12-25
3933,2006-12-26
3934,2006-12-27
3935,2006-12-28
3936,2006-12-29
3937,2007-01-04
3938,2007-01-05
3939,2007-01-08
3940,2007-01-09
3941,2007-01-10
3942,2007-01-11
3943,2007-01-12
3944,2007-01-15
3945,2007-01-16
3946,2007-01-17
3947,2007-01-18
3948,2007-01-19
3949,2007-01-22
3950,2007-01-23
3951,2007-01-24
3952,2007-01-25
3953,2007-01-26
3954,2007-01-29
3955,2007-01-30
3956,2007-01-31
3957,2007-02-01
3958,2007-02-02
3959,2007-02-05
3960,2007-02-06
3961,2007-02-07
3962,2007-02-08
3963,2007-02-09
3964,2007-02-12
3965,2007-02-13
3966,2007-02-14
3967,2007-02-15
3968,2007-02-16
3969,2007-02-26
3970,2007-02-27
3971,2007-02-28
3972,2007-03-01
3973,2007-03-02
3974,2007-03-05
3975,2007-03-06
3976,2007-03-07
3977,2007-03-08
3978,2007-03-09
3979,2007-03-12
3980,2007-03-13
3981,2007-03-14
3982,2007-03-15
3983,2007-03-16
3984,2007-03-19
3985,2007-03-20
3986,2007-03-21
3987,2007-03-22
3988,2007-03-23
3989,2007-03-26
3990,2007-03-27
3991,2007-03-28
3992,2007-03-29
3993,2007-03-30
3994,2007-04-02
3995,2007-04-03
3996,2007-04-04
3997,2007-04-05
3998,2007-04-06
3999,2007-04-09
4000,2007-04-10
4001,2007-04-11
4002,2007-04-12
4003,2007-04-13
4004,2007-04-16
4005,2007-04-17
4006,2007-04-18
4007,2007-04-19
4008,2007-04-20
4009,2007-04-23
4010,2007-04-24
4011,2007-04-25
4012,2007-04-26
4013,2007-04-27
4014,2007-04-30
4015,2007-05-08
4016,2007-05-09
4017,2007-05-10
4018,2007-05-11
4019,2007-05-14
4020,2007-05-15
4021,2007-05-16
4022,2007-05-17
4023,2007-05-18
4024,2007-05-21
4025,2007-05-22
4026,2007-05-23
4027,2007-05-24
4028,2007-05-25
4029,2007-05-28
4030,2007-05-29
4031,2007-05-30
4032,2007-05-31
4033,2007-06-01
4034,2007-06-04
4035,2007-06-05
4036,2007-06-06
4037,2007-06-07
4038,2007-06-08
4039,2007-06-11
4040,2007-06-12
4041,2007-06-13
4042,2007-06-14
4043,2007-06-15
4044,2007-06-18
4045,2007-06-19
4046,2007-06-20
4047,2007-06-21
4048,2007-06-22
4049,2007-06-25
4050,2007-06-26
4051,2007-06-27
4052,2007-06-28
4053,2007-06-29
4054,2007-07-02
4055,2007-07-03
4056,2007-07-04
4057,2007-07-05
4058,2007-07-06
4059,2007-07-09
4060,2007-07-10
4061,2007-07-11
4062,2007-07-12
4063,2007-07-13
4064,2007-07-16
4065,2007-07-17
4066,2007-07-18
4067,2007-07-19
4068,2007-07-20
4069,2007-07-23
4070,2007-07-24
4071,2007-07-25
4072,2007-07-26
4073,2007-07-27
4074,2007-07-30
4075,2007-07-31
4076,2007-08-01
4077,2007-08-02
4078,2007-08-03
4079,2007-08-06
4080,2007-08-07
4081,2007-08-08
4082,2007-08-09
4083,2007-08-10
4084,2007-08-13
4085,2007-08-14
4086,2007-08-15
4087,2007-08-16
4088,2007-08-17
4089,2007-08-20
4090,2007-08-21
4091,2007-08-22
4092,2007-08-23
4093,2007-08-24
4094,2007-08-27
4095,2007-08-28
4096,2007-08-29
4097,2007-08-30
4098,2007-08-31
4099,2007-09-03
4100,2007-09-04
4101,2007-09-05
4102,2007-09-06
4103,2007-09-07
4104,2007-09-10
4105,2007-09-11
4106,2007-09-12
4107,2007-09-13
4108,2007-09-14
4109,2007-09-17
4110,2007-09-18
4111,2007-09-19
4112,2007-09-20
4113,2007-09-21
4114,2007-09-24
4115,2007-09-25
4116,2007-09-26
4117,2007-09-27
4118,2007-09-28
4119,2007-10-08
4120,2007-10-09
4121,2007-10-10
4122,2007-10-11
4123,2007-10-12
4124,2007-10-15
4125,2007-10-16
4126,2007-10-17
4127,2007-10-18
4128,2007-10-19
4129,2007-10-22
4130,2007-10-23
4131,2007-10-24
4132,2007-10-25
4133,2007-10-26
4134,2007-10-29
4135,2007-10-30
4136,2007-10-31
4137,2007-11-01
4138,2007-11-02
4139,2007-11-05
4140,2007-11-06
4141,2007-11-07
4142,2007-11-08
4143,2007-11-09
4144,2007-11-12
4145,2007-11-13
4146,2007-11-14
4147,2007-11-15
4148,2007-11-16
4149,2007-11-19
4150,2007-11-20
4151,2007-11-21
4152,2007-11-22
4153,2007-11-23
4154,2007-11-26
4155,2007-11-27
4156,2007-11-28
4157,2007-11-29
4158,2007-11-30
4159,2007-12-03
4160,2007-12-04
4161,2007-12-05
4162,2007-12-06
4163,2007-12-07
4164,2007-12-10
4165,2007-12-11
4166,2007-12-12
4167,2007-12-13
4168,2007-12-14
4169,2007-12-17
4170,2007-12-18
4171,2007-12-19
4172,2007-12-20
4173,2007-12-21
4174,2007-12-24
4175,2007-12-25
4176,2007-12-26
4177,2007-12-27
4178,2007-12-28
4179,2008-01-02
4180,2008-01-03
4181,2008-01-04
4182,2008-01-07
4183,2008-01-08
4184,2008-01-09
4185,2008-01-10
4186,2008-01-11
4187,2008-01-14
4188,2008-01-15
4189,2008-01-16
4190,2008-01-17
4191,2008-01-18
4192,2008-01-21
4193,2008-01-22
4194,2008-01-23
4195,2008-01-24
4196,2008-01-25
4197,2008-01-28
4198,2008-01-29
4199,2008-01-30
4200,2008-01-31
4201,2008-02-01
4202,2008-02-04
4203,2008-02-05
4204,2008-02-13
4205,2008-02-14
4206,2008-02-15
4207,2008-02-18
4208,2008-02-19
4209,2008-02-20
4210,2008-02-21
4211,2008-02-22
4212,2008-02-25
4213,2008-02-26
4214,2008-02-27
4215,2008-02-28
4216,2008-02-29
4217,2008-03-03
4218,2008-03-04
4219,2008-03-05
4220,2008-03-06
4221,2008-03-07
4222,2008-03-10
4223,2008-03-11
4224,2008-03-12
4225,2008-03-13
4226,2008-03-14
4227,2008-03-17
4228,2008-03-18
4229,2008-03-19
4230,2008-03-20
4231,2008-03-21
4232,2008-03-24
4233,2008-03-25
4234,2008-03-26
4235,2008-03-27
4236,2008-03-28
4237,2008-03-31
4238,2008-04-01
4239,2008-04-02
4240,2008-04-03
4241,2008-04-07
4242,2008-04-08
4243,2008-04-09
4244,2008-04-10
4245,2008-04-11
4246,2008-04-14
4247,2008-04-15
4248,2008-04-16
4249,2008-04-17
4250,2008-04-18
4251,2008-04-21
4252,2008-04-22
4253,2008-04-23
4254,2008-04-24
4255,2008-04-25
4256,2008-04-28
4257,2008-04-29
4258,2008-04-30
4259,2008-05-05
4260,2008-05-06
4261,2008-05-07
4262,2008-05-08
4263,2008-05-09
4264,2008-05-12
4265,2008-05-13
4266,2008-05-14
4267,2008-05-15
4268,2008-05-16
4269,2008-05-19
4270,2008-05-20
4271,2008-05-21
4272,2008-05-22
4273,2008-05-23
4274,2008-05-26
4275,2008-05-27
4276,2008-05-28
4277,2008-05-29
4278,2008-05-30
4279,2008-06-02
4280,2008-06-03
4281,2008-06-04
4282,2008-06-05
4283,2008-06-06
4284,2008-06-10
4285,2008-06-11
4286,2008-06-12
4287,2008-06-13
4288,2008-06-16
4289,2008-06-17
4290,2008-06-18
4291,2008-06-19
4292,2008-06-20
4293,2008-06-23
4294,2008-06-24
4295,2008-06-25
